rpot_ohm,initial_v1_V,max_v
309.0,1,6.916554511609689
309.0,1,6.916565311144996
309.0,1,6.916577611950646
309.0,1,6.916566324409882
309.0,1,6.91657241267225
309.0,1,6.916564005505714
309.0,1,6.916573655507036
309.0,1,6.916559650834454
309.0,1,6.916564827632007
309.0,1,6.916583612428852
309.0,1,6.9165623697548915
309.0,1,6.9165699874147
309.0,1,6.916570505076548
309.0,1,6.916570072039372
309.0,1,6.916567354166285
309.0,1,6.916565778714492
309.0,1,6.916582420298635
309.0,1,6.916554466306865
309.0,1,6.916565427946425
309.0,1,6.916576528538504
309.0,1,6.91656685236388
309.0,1,6.916572715888371
309.0,1,6.916564874181214
309.0,1,6.916575275650029
309.0,1,6.916558367413044
309.0,1,6.916565180443861
309.0,1,6.916582891066913
309.0,1,6.916563309640052
309.0,1,6.916570587300825
309.0,1,6.916569052462725
309.0,1,6.916570578980175
309.0,1,6.916566184813487
309.0,1,6.916565745805908
309.0,1,6.916583577261255
309.0,1,6.9165558589617975
309.0,1,6.9165662324166455
309.0,1,6.91657572377988
309.0,1,6.916567369869268
309.0,1,6.916572286137109
309.0,1,6.9165654197253925
309.0,1,6.916576776504783
309.0,1,6.916556493646042
309.0,1,6.916565277254978
309.0,1,6.916581755064861
309.0,1,6.916563989931276
309.0,1,6.916571037129985
309.0,1,6.91656751170237
309.0,1,6.916571056332817
309.0,1,6.91656498766448
309.0,1,6.91656571425254
309.0,1,6.916584330262715
309.0,1,6.91655722506082
309.0,1,6.916567027043696
